Despesa por função - urbanismo e habitação - empenhada - municipal
Sigla;Código;Município;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
MG;3171402;Vieiras;599321,11;1220351,97;1259618,24;910609,3;1169562,22;1009765,65;1469401,93;1800680,36;3184465,18;8397699,46;3517825,63;
MG;3171501;Mathias Lobato;1432967,67;1018051,39;1394629,82;1481911,49;990387,49;1198649,63;971417,65;2164881,44;3398435,01;2095260,45;4149529,43;
MG;3171600;Virgem da Lapa;2278927,53;2094727,7;2340911,83;2692325,98;3101559,19;4095059,75;5067623,87;5153534,86;6781564,44;6092893,9;6364464,45;
MG;3171709;Virgínia;1386112,14;1244576,67;1593158,19;1457322,6;1942009,97;2310386,04;4130702,58;3297056,59;6456934,25;3720566,09;5105151,93;
MG;3171808;Virginópolis;1919031,47;963536,25;980449,99;1439561,76;1191952,89;983545,92;1161417,41;3369819,29;6009507,05;3787699,13;9567267,92;
MG;3171907;Virgolândia;428839,37;1063256,75;2221921,06;707157,13;386519,39;497791,35;1292901,88;991021,79;5013095,07;4817224,34;5697406,73;
MG;3172004;Visconde do Rio Branco;8197591,04;8717524,33;10247471,68;9672167,43;1368042,74;1677227,37;1899562,12;1804501,32;4648544,09;6720284,56;7383385,64;
MG;3172103;Volta Grande;1045663,83;1120309,81;1154484,7;1457769,61;2760651,37;2289538,57;3110467,72;2859357,18;2394705,14;2989677,23;4635486,18;
MG;3172202;Wenceslau Braz;1217737,66;1561187,06;1045916,63;1387481,55;1341929,11;1338341,76;1092983,51;2169902,97;3028772,69;3863090,19;5238035,73;
MS;5000203;Água Clara;1703828,51;4477455,63;3184872,24;325848,64;1901845;2154207,79;5145247,12;4190624,08;26082216,13;23783342,2;52616026,39;
MS;5000252;Alcinópolis;3568749,91;4041394;4365187,24;4434405,1;2109845,72;4771931,77;5694661,34;5334071,04;4903306,93;5474308,88;9257769,29;
MS;5000609;Amambaí;7435605,56;9359305,54;9525006,25;11165912,23;9435341,63;9866033,28;20768834,23;17573312,09;46148638,26;25721846,74;26564044,14;
MS;5000708;Anastácio;2264354,09;2925705,05;1524062,91;870042,42;2922404,44;3796266,49;3717738,37;5545366,63;1977615,72;4696666,12;32449165,67;
MS;5000807;Anaurilândia;719658,9;1578869,44;10899558,72;0;3819735,28;2570655,99;2820068,91;2866506,47;5515671,99;4837668,37;7801924,47;
MS;5000856;Angélica;400947,83;697780,61;816006,47;1132698,25;1775429,86;2583458,92;1448922,42;3837899,95;4650327,74;2313898,18;12265422,82;
MS;5000906;Antônio João;;2319727,33;4624011,39;2752197,65;4104673,86;4076286,88;5031454,13;3845715,23;7855906,24;7917830,13;4995571,94;
MS;5001003;Aparecida do Taboado;6680369,51;8555476,18;8776620,84;8109848,54;8036256,24;8282536,42;26257680,66;7754140,72;14643099,45;26630095,51;53283599,63;
MS;5001102;Aquidauana;10894943,35;9742802,1;8097577,35;20809651,77;13075185,86;13973331,48;34191787,77;18049123,69;28519677,25;41194901,99;30121654,39;
MS;5001243;Aral Moreira;4097025,67;4635363,44;3968590,26;3552745,01;4221843,33;5053554,13;7914471,07;7784614,19;6060243,77;8037970,09;14576377,65;
MS;5001508;Bandeirantes;1387629,57;577779,93;612763,13;446725,62;643150;1064793,77;1973008,41;1307651,15;2161446,54;2130521,62;2891621,55;
MS;5001904;Bataguassu;7018203,56;8540126,47;9470982,28;11815438,67;10059789,75;11696310,04;31725055,27;11256073,32;12484478,54;12840576,93;20643507,35;
MS;5002001;Batayporã;3269937,66;3111812,52;1957144,36;2916642,63;2503365,22;3998758,61;5425024,59;4497904,75;5253664,89;7981153,3;11419032,33;
MS;5002100;Bela Vista;5593276,88;4890953,22;5560204,73;3936741,69;9171045,65;7312893,78;9897126,88;10198552,6;14874810,57;16973792,59;24639400,09;
MS;5002159;Bodoquena;;5458002,06;4683548,54;3855893,64;2213700,61;4158413;2969757,1;3669636,2;7487039,09;6360094,31;9923049,89;
MS;5002209;Bonito;8429987,08;6995070,76;9959597,72;4968688,88;6607438,5;8903671,79;9757962,21;11269910,24;24794791,19;39123168;50604070,91;
MS;5002308;Brasilândia;4345964,53;5610355,12;5613867,48;4812286,6;9842950,94;16608618,68;10942568,15;5723005,67;10533124,88;17501690,95;23293250,98;
MS;5002407;Caarapó;;5312852,14;3464519,06;3686681,63;3087706,42;3446694,23;7760092,72;8369373,87;22892184,81;20384217,76;22161322,31;
MS;5002605;Camapuã;3294963,86;3492597,96;1943706,61;1177552,21;467369,89;415523,8;3887695,7;4678630,13;2348073,45;823770,13;3712162,22;
MS;5002704;Campo Grande;206147534,69;187926581,72;193653807,29;197815330,35;292840472,5;382444097,68;347393682,23;403449144;581135987,89;454322958,82;557868522,58;
MS;5002803;Caracol;1020335,95;641764,17;1088965,98;1609109,5;1761469,52;2107165,19;5734485,17;5697506,23;;2218471,36;18346700,9;
MS;5002902;Cassilândia;4315719,84;5627028,87;8173662,73;5239906,97;6860700,41;5809062,05;10921804,99;8361776,98;8388585,04;5509769,91;10282362,6;
MS;5002951;Chapadão do Sul;5916736,27;4313718,82;4811443,8;6129996,6;8166405,29;8092017,95;8029212,42;6414942,43;18739478,35;9092647,73;12256979,91;
MS;5003108;Corguinho;1863297,26;2111169,6;2112338,63;2159514,95;2218459,74;1579155,85;3283269,51;2940012;3647043,3;9327094,92;20730919,27;
MS;5003157;Coronel Sapucaia;2370357,31;1136931,43;545540,08;408797,19;4221968,92;4664601,03;6765252,1;5850534,3;12538658,29;6421962,31;15444100,01;
MS;5003207;Corumbá;40102394;32390449,87;37975993,01;33356652,58;70957212,69;103961056,98;72287835,36;61046477,72;50127650,89;35590953,37;27973998,34;
MS;5003256;Costa Rica;;10126424,76;8908702,42;4951365,28;14664214,65;25275381,07;39510856,7;6058271,26;37526613,26;18443301,45;23318562,73;
MS;5003306;Coxim;1407587,84;4175476,23;6397608,65;3977965,18;5616097,38;7384484,23;7788320,84;4237001,91;19206939,47;17479191,99;24357125,75;
MS;5003454;Deodápolis;1085145,42;1160525,29;1900980,98;914721,83;1359619,35;940045,96;9826337,77;2057647,24;2717623,38;;4873714,46;
MS;5003488;Dois Irmãos do Buriti;2264028,41;2394577,18;2786559,14;2629959,63;2547323,56;1676978,61;2898414,48;1885191,81;3845104,1;3980175,02;3812343,53;
MS;5003504;Douradina;;1122631,91;786341,57;624868,3;1973306,46;2480548,27;4886826,68;2128553,95;2376680,45;3440639,82;;
MS;5003702;Dourados;64214513,58;79463300,86;67465196,82;59484089,05;74756543,74;65899562,75;75291890,72;69784571,32;92841754;155020224,99;200163570,59;
MS;5003751;Eldorado;2077327,69;2403867,27;3014251,47;2476827,72;4578179,31;3433674,37;5648888,1;7003546,03;7576131,93;7458318,87;7999894,66;
MS;5003801;Fátima do Sul;2677240,18;3034261,16;4096693,75;2838395,84;4049477,88;2483014,91;8264332,15;3042518,89;10678878,79;4812877,25;10732658,2;
MS;5003900;Figueirão;926271,85;2073152,63;2115944,46;1162542,46;2555471,37;2942901,25;4380500,22;4455846,36;2650486,35;3123587,63;7702733,87;
MS;5004007;Glória de Dourados;461819,11;850022,84;485428,21;485182,76;266470,62;356322,12;1880390,77;1398441,39;2187151,68;777651,4;4193952,97;
MS;5004106;Guia Lopes da Laguna;0;0;0;0;211468,92;425000;42220,16;316238,01;316238,01;757809,28;627078,8;
MS;5004304;Iguatemi;3078212,1;2382284,62;2988179,82;1480849,7;1819264,57;2613073,4;9245588,32;6522980,93;9956257,84;9515214,3;21689344,23;
MS;5004403;Inocência;2310891,6;1718610,64;1680220,07;1845987,45;1911298,26;2457497,98;3450774,49;5030557,25;4957771,78;16182648,64;27525413,6;
MS;5004502;Itaporã;6290370,25;5440591,96;2233251,28;2340071,42;1385157,26;2468084,1;9720911,68;2450074;5864966,57;5411902,16;15625009,87;
MS;5004601;Itaquiraí;1429043,39;2642121,57;3041393,04;1666932;2218301,71;2662958,16;6869283,39;4705872,01;4066554,21;5038384,01;19594381,4;
MS;5004700;Ivinhema;4971011,78;5625495,39;7501732,46;7494180,07;8681895,58;10073994,05;15946400,24;15030809,9;17916874,91;30098959,98;64456144,31;
MS;5004809;Japorã;1723761,37;3938230,9;2256685,49;2779749,66;3466386,13;3907064,13;6060163,08;8013327,61;6124379,98;5632003,42;6873929,83;
MS;5004908;Jaraguari;10240,95;134203,78;293289,89;284891,78;604759,46;422964,48;2296422,79;692378,58;1137797,38;552155,86;3361080,2;
MS;5005004;Jardim;5450850,96;6248955,12;5792650,77;2883074,44;8711637,83;7716884,41;4940795,95;6205396,19;4035579,27;8781932,9;5479104,26;
MS;5005103;Jateí;;1604612,31;1748194,21;57336,04;706596,73;402182,6;579348,26;552832,41;131265,86;63026;827427,59;
MS;5005152;Juti;545394,1;132392,65;44090,07;189555,55;187341,46;614304,84;1705544,68;1518294,56;2248596,82;2437536,98;3687226,73;
MS;5005202;Ladário;;4809560,43;5360065,26;2100687,75;3316886,71;4469647,25;5304944,57;5553998,93;11750566,41;10985621,11;20868019,9;
MS;5005251;Laguna Carapã;4168231,76;4032723,16;5548935,93;5940370,23;5507262,33;4726458,1;7169390,38;4134030,59;1974583,05;3938743,56;4820428,8;
MS;5005400;Maracaju;4377377,01;8816963,2;6107500,89;5239580,42;9928280,25;13801757,51;12256982,35;21605540,75;12733185,51;21246575,62;15853032,1;
MS;5005608;Miranda;3829256,83;1798425,37;3688720,31;2800956,43;3690069,01;4193032,54;6470581,46;8401336,97;11684095,31;16964645,79;13414950,08;
MS;5005681;Mundo Novo;4312225,09;4963353,04;5523638,08;3023667,37;2239993,69;3127011,62;6554816,67;9194398,1;13750082,16;5418626,22;14286096,26;
MS;5005707;Naviraí;6453362,81;7523075,05;8975995,27;6442199,53;7726848,43;3223497,2;13125653,47;1944445,06;10813526,36;14787236,78;10680388,07;
MS;5005806;Nioaque;4281150,04;4050595,3;2015524,52;2049211,88;2596099,45;2495533,48;3277112,82;5678896,28;6864143,39;11368336,48;14168460,07;
MS;5006002;Nova Alvorada do Sul;6909284,37;7464782,84;9043429,99;7428228,56;2307537,81;1571069,14;13130924,44;8665248,92;22064786,42;26155686,7;20663578,57;
MS;5006200;Nova Andradina;24581243,97;24001513,36;22062340,21;9488110,15;13149016,37;15782928,86;16428488,77;16075093,85;18488636;24103858,54;30772431,97;
MS;5006259;Novo Horizonte do Sul;1164864,58;1881551,56;2194816,74;2492056,43;3249350,78;2998678,85;3714228,8;3433749,36;7763203,36;8191415,94;16495732,8;
MS;5006275;Paraíso das Águas;1542968,62;2402526,5;2327841,46;3545637,79;4264131,38;10372002,11;12939871,68;5328668,09;5768552,03;7076712,97;11629834,86;
MS;5006309;Paranaíba;7530406,12;12031222,9;12286003,23;5210234,61;6384767,05;7838460,56;13613807,16;17257094,08;26576132,77;29657923,17;37582583,97;
MS;5006358;Paranhos;3323058,29;3639762,59;4374900,64;3190335,72;4292029,87;4885924,23;4821367,77;4109043,01;1624856,97;9866066,76;17220787,02;
MS;5006408;Pedro Gomes;2040638,73;1264523,67;2352073,88;729380,73;717447,27;1301034,2;1963298,92;3659030,03;2773555,96;6390072,39;7894361,96;
MS;5006606;Ponta Porã;19936148,28;16724757,08;21523265,11;22245132,9;25162637,28;58578041,58;68883978,01;119009036,84;94438621,5;148053876,2;201329272,27;
MS;5006903;Porto Murtinho;3604411,29;3495362,73;2503955,19;2501051,04;20451,76;610847,55;1226667,71;1543958,42;7842885,63;16542407,2;27808187,16;
MS;5007109;Ribas do Rio Pardo;7549180,48;6472529,79;7173244,57;3537819,19;8171651,67;13024861,89;11316211,97;10386309,4;12490968,81;60107657,49;64764138,73;
MS;5007208;Rio Brilhante;5836670,02;17880952,14;7961718,55;6527367,55;10356778,67;8893694,72;15993358,93;21455989,76;19416775,13;41356268,47;53110752,59;
MS;5007307;Rio Negro;130000;0;7900;0;0;522800;13979,04;917411,24;6414371,62;3176071,12;5565966,2;
MS;5007406;Rio Verde de Mato Grosso;4528450,39;5556013,74;7133777,11;6567725,66;6771139,96;7225990,57;8189523,37;7304101,79;14699559,75;12253747,97;16054401,67;
MS;5007505;Rochedo;124321,58;727462,95;652569,9;104046,53;654195,8;265693,01;2462851,5;3663573,32;7290659,67;1453864,18;1954464,39;
MS;5007554;Santa Rita do Pardo;3808739,15;3310160,5;2619530,62;3881001,52;4714759,84;8781079,18;9451462,67;5776336,22;9606076,29;20256209,53;25966261,54;
MS;5007695;São Gabriel do Oeste;9959333,98;10124326,76;10125820,35;8202529,16;8830103,14;17566547,2;26135034,54;19599894,75;33896717,51;19962471,32;31118386,91;
MS;5007703;Sete Quedas;;4203652,32;4555630,32;2828850,12;3217449,74;5486704,2;6126978,1;5862594,57;8740519,16;7238286,8;4402756,73;
MS;5007802;Selvíria;1053467,47;1960156,19;1379062,82;1826226,26;2458215,35;5658838,48;5837357,27;3055796,93;10877202,88;11043274,26;22180786,61;
MS;5007901;Sidrolândia;4849801,4;4528641,88;4705349,75;3536696,5;927412,89;2693689,38;3377953,28;3888386,19;15808557,87;16206233,45;38545745,89;
MS;5007935;Sonora;5535416,79;6496307,42;5064929,63;5707213;5329135,96;7611893,45;9121767,94;7811491,88;14576138,29;16231560,84;16477483,57;
MS;5007950;Tacuru;1003622,2;871672,75;942910,8;437205,08;882398,1;1111830,2;1530831,55;2317807,81;2252577,6;7179263,29;5092471,06;
MS;5007976;Taquarussu;1321852,8;1424271,13;2128268,57;1926075,3;2202627,11;2426177,77;3006503,51;3102842,35;5394236,32;4376798,5;9635782,12;
MS;5008008;Terenos;2450240,58;1904896,22;1280164,75;1228456,56;1715907,55;2787388,44;2574740,92;2626372,73;5308122,23;8237434,5;9490550,92;
MS;5008305;Três Lagoas;;27127859,39;39668956,12;40450242,36;53393829,82;75258496,09;89257560,37;89875401,26;219575550,93;206966454,35;224168419,73;
MS;5008404;Vicentina;;1471529,61;1130366,78;1429732,32;1474752,65;1845645,48;10110751,29;8484460,92;3483847,72;4702879,2;8637076,88;
MT;5100102;Acorizal;107845,04;213815,62;17372,7;288,75;1017757,3;1003088,74;2730186,45;3728921,42;2122194,23;4011852,97;3739210,48;
MT;5100201;Água Boa;7909914,15;8107375,04;6073206,67;7986013,36;9102378,01;13136706,55;12809064,33;16934127,1;36129658,37;20610665,65;22085213,36;
MT;5100250;Alta Floresta;2977108,37;4791659,51;3925546,25;3569041,21;8980958,33;12478065,44;13132687,43;20710090,95;69942687,07;39823356,23;36814057,04;
MT;5100300;Alto Araguaia;6459638,58;5514465,3;5871751,46;1899786,53;3765861,77;4192735,83;7454868,73;9396827,77;21232578,02;23506960,27;13021576,32;
MT;5100359;Alto Boa Vista;1604434,7;1243560,75;1994497,26;1618100,23;2474260,87;;3149099,38;7800979,39;8118312,18;948238,77;19054603,27;
MT;5100409;Alto Garças;3761229,81;169000;2575737,91;452881,35;2986070,64;501335,07;515460,51;582368,53;1484102,71;10083703,09;9332989,13;
MT;5100508;Alto Paraguai;1076007,3;2985263,82;2799687,4;2410794,17;759860,88;1808542,06;4979226,63;1541791,41;7076405,93;12399694,91;6985600,68;
MT;5100607;Alto Taquari;2266329,87;2552883,42;1840988,9;1611108,22;11336335,82;3418441,23;8506664,17;6834337,92;13675584,36;17546715,38;37513797,68;
MT;5100805;Apiacás;1038425,78;1056552,8;1750105,64;984972,8;1006902,56;2091892,77;5624728,8;4916808,47;7259314,41;14670332,35;12391589,81;
MT;5101001;Araguaiana;2041538,8;2020383,36;2170798,05;3162867,97;2433017,8;1981889,01;2849290,42;3668123,13;5429937,96;8601898,22;11391932,04;
MT;5101209;Araguainha;27215,47;1303736,56;1428917,91;1268526,79;1466545,09;1537780,92;1929281,17;2228109,12;3453402,1;3115905,55;6601148,32;
MT;5101258;Araputanga;4451608,2;5550650,72;5485602,11;6311621,82;6814804,42;10844659,5;13470354,42;9609652,22;13921830,14;15709244,16;22083960,21;
MT;5101308;Arenápolis;;2750187,77;3430082,72;3382982,18;4191265,52;4199184,39;7619132,09;6520874,9;16673633,47;8147026,92;12876287,83;
MT;5101407;Aripuanã;2793744,61;2498617,63;4559207;3199472,76;1363659,64;1694572,86;6836368,22;18622937,26;31622643,68;33454977,9;37753123,26;
MT;5101605;Barão de Melgaço;144295,43;78565,32;63130,59;63969,16;17781;199354,29;540007,07;222149,05;654037,03;515609,07;4503936,81;
MT;5101704;Barra do Bugres;3623007,83;3788278,56;3238077,03;2600843,8;3711730,97;4853801,1;18712323,59;3227153,66;4821527,24;3573247,6;31630466,26;
MT;5101803;Barra do Garças;;;17012237,61;14885349,84;16841649,04;16626612,83;21033270,65;20885278,89;45498888,54;39697495,06;51822954,31;
MT;5101837;Boa Esperança do Norte;;;;;;;;;;;;
MT;5101852;Bom Jesus do Araguaia;784247,61;345565,64;1927743,38;408173,97;38192,09;3083908,05;2396230,5;7685991,38;11300858,98;14035548,23;21417139,4;
MT;5101902;Brasnorte;3478847,16;2811418,51;3943783,39;2542213,8;4020270,1;3937533,28;5931382,38;6367223,06;14395860,26;22651447,62;9296543,49;
MT;5102504;Cáceres;14272971,69;13186766,17;15509459,54;15408948,53;20556434,02;23878782,22;22023922,2;27528364,92;30619882,24;49071178,97;40760714,45;
MT;5102603;Campinápolis;2626720,53;2007783,1;2659315,2;2338817,12;3709920,39;3351900,42;8809486,24;5721814,25;4808317,98;7261869,85;8081303,73;
MT;5102637;Campo Novo do Parecis;9655388,11;9871121,08;17098117,39;11808502,5;14358381,49;16146370,59;15990358,9;28659741,98;48611007,47;48854697,33;46992593,29;
MT;5102678;Campo Verde;6208568,68;7703305,41;7558619,01;9440373,33;9278071,06;12959316,2;12760198,29;15778458,89;28428449,02;30601887,77;32588078,89;
MT;5102686;Campos de Júlio;;2977385,54;2815216,29;2532372,32;2383512,73;2042320,59;4200833,19;2844792,51;4975869,81;5851707,83;7166625,62;
MT;5102694;Canabrava do Norte;0;0;81680;0;2294215,28;2719956,22;4074649,01;4043410,17;5190888,3;5221515,26;19512916;
MT;5102702;Canarana;;2066,8;794108,32;1074530,01;538701,87;1260101,96;10727092,93;8981680,43;5619529,57;13412869,43;16777746,13;
MT;5102793;Carlinda;712406,27;376271,04;790603,04;480791,27;80860,29;44271,86;3849933,04;1596818,31;5332942,57;1365094,3;4283442,33;
MT;5102850;Castanheira;771129,52;523458,05;602439,96;1196179,27;2151861,27;1276538,25;2386218,16;1645706,63;3019645,33;1330699,3;5098524,31;
MT;5103007;Chapada dos Guimarães;957154,72;1623615,55;2063096,69;1457408,65;1609137,58;2065298,88;3101996,95;3705475,33;7403541,08;9635308,96;18587767,5;
MT;5103056;Cláudia;5563698,19;8738428,8;9072856,89;5134035,01;6251585,4;9290776,94;20618036,38;13598231,58;13255465,37;11415520,72;11949088,85;
MT;5103106;Cocalinho;;1905715,77;1431351,82;1868921,25;2075157,57;2341486,54;4420458,93;3215878,05;15160573,4;14097972,97;15389115,56;
MT;5103205;Colíder;9732803,83;9397344,55;7821035,89;10469486,45;4161615,98;4999496,21;7941056,42;4779611,53;9572053,49;15414752,48;17915634,57;
MT;5103254;Colniza;1817006,72;1393904,12;2471640,4;3109898,1;6079025,56;6072706,27;10203761,29;11496566,69;26078936,98;27360253,78;24112526,46;
MT;5103304;Comodoro;3190701,79;3801118,37;3543984,11;3335885,46;3744133,16;3606147,41;5081724,09;6201265,87;13668632,46;8407620,89;15598159,65;
MT;5103353;Confresa;3825968,75;3698764,76;5420485,31;3123373,12;6121261,55;7917907,92;14108870,61;8578632,6;19935323,2;33897564,51;33897564,51;
MT;5103361;Conquista D'Oeste;;1211557,04;1303406,3;1960048,15;1520101,67;1815923,74;3181630,16;4943656,87;3930996,5;6353527,42;7284680,77;
MT;5103379;Cotriguaçu;;1379256,5;776508,93;898674,91;1681510,25;1465560,7;4133497,88;2916725,19;14218805,87;8520975,75;11279927,59;
MT;5103403;Cuiabá;170507721,5;205621243,23;245348187,08;59569018,76;121343328,92;147697349,24;147527834,41;196965224,87;308834855,68;345517398,91;339173992,4;
MT;5103437;Curvelândia;37200;539,5;14600,36;27942,3;15045,92;297743,81;1471450,74;361703,12;704803,8;407013,31;735288,03;
MT;5103452;Denise;0;736170;573645;863975,68;1569360,92;1593706,57;1831945,1;621596,86;6550377;2353854,87;4764224,96;
MT;5103502;Diamantino;2204789,36;3658910,37;5348605,94;2350623,12;1382739,96;3535777,46;9503706,3;6915064,44;25528927,34;24843635,94;29787775,49;
MT;5103601;Dom Aquino;997024,16;1492724,42;784858,35;1145607,78;933819,47;396587,39;1577302,21;1920896,32;3325519,56;5029243,13;6753423,25;
MT;5103700;Feliz Natal;5005771,79;5349249;5098635,54;4915084,1;4142731,49;4805757,92;10467808,31;12213482,06;11640682,86;22072750,49;29660347,02;
MT;5103809;Figueirópolis D'Oeste;95747,5;30590,02;65314,85;346826,99;1008526,76;1237586,05;409827,65;380831,36;446686,46;266144,37;7461283,8;
MT;5103858;Gaúcha do Norte;979852,66;1128910,48;67559,68;50255,32;1190945,89;242060,07;2177715,42;3537630,66;8159456,86;5133295,44;8803843,99;
MT;5103908;General Carneiro;2474131,44;2787792,38;3582316,14;2278499,07;2043461,13;2443555,29;6894924,65;5529434,01;6304057,51;9304192,35;9408904,39;
MT;5103957;Glória D'Oeste;305385,02;493892,77;229034,46;0;65162,76;50187,25;931075,28;111654,03;81142,67;8655;704132,17;
MT;5104104;Guarantã do Norte;3053593,45;2072627,95;469176,95;47391,43;1895183,49;0;16193356,73;8032759,22;19192882,53;16460211,21;22528916,75;
MT;5104203;Guiratinga;942264,6;916008,01;1093468,9;426076,18;2023072,74;1875531,39;5731308,59;5160682,08;15942154,64;10172173,24;8130645,76;
MT;5104500;Indiavaí;0;0;0;0;20984,94;0;1169554,15;639117,08;2053515,38;2762386,07;1596993,08;
MT;5104526;Ipiranga do Norte;5971846,54;7176310,53;7651473,48;6441209,2;5741187,07;8512129,48;11156569,14;8279348,44;15657458,94;17605581,36;16913463,71;
MT;5104542;Itanhangá;654946,59;310759,32;326238,04;404042,71;1157413,92;707119,65;4320145;4900245,59;8814772,04;5198552,49;4453609,99;
MT;5104559;Itaúba;239712,76;988,86;792307,04;1290137,9;2596312,8;1420713,51;5090560,23;2025545,27;5442722,48;3259555,42;7054869,5;
MT;5104609;Itiquira;3815403,31;10652483,99;10563128,19;3525322,48;5710824,81;6234081,42;5257229,55;9633576,89;13508539,68;14489658,28;8336451,12;
MT;5104807;Jaciara;13868124,25;7846865,97;7417506,59;7198672,36;8156629,53;8812487,75;12960266,33;9716207,79;30147670,27;25078820,71;42907780,5;
MT;5104906;Jangada;2097330,32;2902688,82;1459477,3;613799,93;277408,26;885075,32;4081085,96;2571633,56;5947209,98;6816013,48;24643716,87;
MT;5105002;Jauru;728056,95;374866,18;2033096,75;1248666,55;882786,39;0;839879,98;53250;3198489,36;4188966,44;1906020,46;
MT;5105101;Juara;3412762,16;3186070,31;4613983,63;9118399,76;10734645,54;6523783,56;10054712,9;11520248,56;27373440,1;18142589,81;32218041,97;
MT;5105150;Juína;2741685,33;1761631,9;1350149;2180321,11;4644188,32;5436107,11;5922492,51;4046125,56;5170096,24;7831828,26;10136094,26;
MT;5105176;Juruena;;1871428,01;1481250,22;2304943,57;2298381,23;2320902,03;3262196,94;3185828,66;7546887,63;;;
MT;5105200;Juscimeira;140948,63;312740,96;837352,37;752010,54;1268432,51;1645337,13;3092306,63;5530985,16;3255521,8;2748513,98;9265099;
MT;5105234;Lambari D'Oeste;514086,71;311428,05;549566,43;150168,45;4517,82;380356,72;0;476447,56;5484007,62;3751705,19;11094695,2;
MT;5105259;Lucas do Rio Verde;20597148,27;17736636,83;19778472,81;13456304,98;11351448,67;23805162,38;53726978,81;35024720,04;63304257,2;115668833,26;98134008,49;
MT;5105309;Luciára;0;70384;229004,68;140298,63;0;0;0;0;3630016,29;4433739,73;11400113,44;
MT;5105507;Vila Bela da Santíssima Trindade;10358421,23;6712574,1;9671028,48;6236763,9;6845269,34;9013465,47;16301224,2;12366480,28;6382317,07;3004200,57;2588531,49;
MT;5105580;Marcelândia;544470,8;367200,21;1451102,08;274913,75;304195,55;582212,48;6634308,94;2967556,65;2416663,23;11809045,05;7232001,24;
MT;5105606;Matupá;5023836,85;5813045,26;8016268,33;8547520,92;437844,56;1632296,42;2425911,27;2362235,76;3972036,27;12802550,23;13455651,62;
MT;5105622;Mirassol d'Oeste;2515049,54;1150312,76;3414131,78;1259308,71;1453088,85;1332541,29;3877747,74;2143812,78;12647854,72;7947440,02;14063701,82;
MT;5105903;Nobres;3468760,14;6405056,85;5794242,35;853961,21;7281278,32;9445261,77;10114294,45;10420380,85;26137355,86;34072763,06;40196713,01;
MT;5106000;Nortelândia;809451,23;918950,19;1554222,98;254184,88;840451,02;1171407,48;2321190,99;2755015,29;1746580,25;4318184,43;3906207,84;
MT;5106109;Nossa Senhora do Livramento;1206584,08;2251532,79;6756,28;4738023,7;4243444,17;0;0;0;110000;;;
MT;5106158;Nova Bandeirantes;880695,92;303512,18;575452,56;518648,37;1840058,48;4103081,4;5342655,07;6781254,38;14252212,76;15457224,5;11726616,45;
MT;5106174;Nova Nazaré;517303,65;802165,4;1151769,65;936522,75;1444003,06;2046172,29;2485066,97;2836507,64;4127352,63;2486293,69;4166393,09;
MT;5106182;Nova Lacerda;2443212,32;1788769,21;1799382,7;1600418,86;2873266,95;2613334,84;3196470,77;4865731,21;5680441,95;6214894,84;6875563,75;
MT;5106190;Nova Santa Helena;445844,29;396668,03;431386,35;67716,58;208492,54;807690,28;782216,12;863962,64;5930584,46;3811615,86;3642981,61;
MT;5106208;Nova Brasilândia;0;609533,07;199269,42;0;591833,07;1048741,93;1957176,74;1102531,16;2216433,25;4205313,03;5939366,99;
MT;5106216;Nova Canaã do Norte;652635,78;1919204,32;692063,44;485416,9;785864,43;1184843,51;1231093,07;611364,94;316302;2926965,89;2843006,1;
MT;5106224;Nova Mutum;8081600,52;4081818,6;5863546,02;2573582,95;4379116,26;8592634,39;13844893,03;9372118,38;6647299,65;52390103,1;40592912,85;
MT;5106232;Nova Olímpia;2361955,44;1674759,59;1890329,21;2066249,35;3513764,55;3418340,05;5538590,46;10758086,88;19480806,04;5742851,07;5899419,5;
MT;5106240;Nova Ubiratã;4487136,56;4208242,56;5819704,11;4932289,42;6062236,6;6554360,98;11089206,95;16314220,5;3540195,26;2529831,81;13270794,83;
MT;5106257;Nova Xavantina;;;3589914,79;3409741,72;4546790,33;5861566,78;6828790,54;5356709,95;4364301,79;585743,8;372538,59;
MT;5106265;Novo Mundo;503571,58;0;703856,17;259513,44;105753,33;443555;1257517,51;1221556,73;811728,33;3128845,16;5405032,01;
MT;5106273;Novo Horizonte do Norte;1118210,47;557977,01;822535,72;1149515,58;1134193,72;505334,95;1318959,08;1341518,33;8031612,51;6125644,36;;
MT;5106281;Novo São Joaquim;983708,98;884059,36;7472195,58;548379,22;2804,3;654794,75;2262750,78;769790,78;2424044,21;7157852,15;4832997,18;
MT;5106299;Paranaíta;5996122,91;5822162,27;5238388,3;5451099,69;7300213,43;9703569,18;6998526,61;7135296,04;6795266,32;12135766,97;20801017,35;
MT;5106307;Paranatinga;230908,25;184500;333168,35;0;6361376,98;8740370,34;8815606;12343901,58;16708647,62;16798402,54;22270875,08;
MT;5106315;Novo Santo Antônio;0;0;11896;0;340854,55;849558,47;1295924,4;3110343,67;2090643,11;4195718,52;4868207,51;
MT;5106372;Pedra Preta;3194946,17;5050746,19;4568617,17;3283084,15;4852741,25;5014746,29;9093050,87;5100124,32;12599985,42;22459117,66;16129272,11;
MT;5106422;Peixoto de Azevedo;742946,32;84480,93;102535,89;484764,89;1941386,94;1828340,86;2445021,09;2930712,86;430352,43;4239443,31;3637247,51;
MT;5106455;Planalto da Serra;;317912,69;248517,6;170315,65;1058,88;1395;0;31417,83;1002194,84;607938,92;3378160;
