Despesa por função - segurança pública e defesa nacional - empenhada - municipal
Sigla;Código;Município;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
AL;2701803;Carneiros;;182478,18;;164527,12;0;424818,92;610407,88;715105,76;865833,49;815717,57;919447,86;
AL;2701902;Chã Preta;0;0;0;0;0;0;0;0;;;;
AL;2702009;Coité do Nóia;0;0;0;0;0;0;0;0;;;;
AL;2702108;Colônia Leopoldina;0;0;0;0;0;0;0;0;;;;
AL;2702207;Coqueiro Seco;0;0;0;0;0;0;0;0;;;;
AL;2702306;Coruripe;0;0;0;0;0;0;0;0;;;;
AL;2702355;Craíbas;0;0;0;0;0;0;0;0;262061,76;352533,26;311436,87;
AL;2702405;Delmiro Gouveia;0;0;0;0;27779,2;399,2;17556;10560;72530,75;19857,75;305386,42;
AL;2702504;Dois Riachos;0;0;0;0;0;46781,29;88800;102840;184440,25;63545,01;;
AL;2702553;Estrela de Alagoas;0;0;0;0;0;0;548101,77;0;;;;
AL;2702603;Feira Grande;0;0;0;0;0;0;0;;;;;
AL;2702702;Feliz Deserto;0;0;0;31127,2;37360,8;0;21040,8;68900,58;410811,42;;;
AL;2702801;Flexeiras;;;;;;0;1951;0;490,2;5500;1961,48;
AL;2702900;Girau do Ponciano;0;0;0;0;0;0;0;0;;;;
AL;2703007;Ibateguara;0;0;110650,01;1500;0;140013,36;186215,4;241441,81;430656,58;480430,55;529436,39;
AL;2703106;Igaci;0;0;0;0;0;0;0;0;243961,3;224552,23;212140,38;
AL;2703205;Igreja Nova;0;0;0;2250;0;0;0;;693972,78;750932,55;;
AL;2703304;Inhapi;0;107816,71;103662,86;0;4000;34281;39742;115671,03;1778885,31;2139421,84;2872361,65;
AL;2703403;Jacaré dos Homens;0;0;0;0;0;0;0;0;;;;
AL;2703502;Jacuípe;0;0;0;0;0;0;0;0;;;;
AL;2703601;Japaratinga;0;0;;0;233702,02;0;347417,2;442347,87;439;;;
AL;2703700;Jaramataia;0;0;;0;0;0;0;0;;;;
AL;2703759;Jequiá da Praia;635041,75;702249,87;772849,42;799814,77;930528,14;1024856,55;1083563,98;0;1189376,56;26179,02;551581,56;
AL;2703809;Joaquim Gomes;0;0;;0;0;0;0;0;;;;
AL;2703908;Jundiá;0;0;0;0;0;0;0;0;;;300;
AL;2704005;Junqueiro;;0;0;0;0;0;598426,45;627114,09;1106630,11;1378548,05;1180526,33;
AL;2704104;Lagoa da Canoa;335258,7;433430;453634,27;103680,49;108736,69;114877,24;132640,77;123950,57;114864,29;90354,29;124359,14;
AL;2704203;Limoeiro de Anadia;0;0;0;0;0;0;0;0;;158873,42;444341,15;
AL;2704302;Maceió;72812,16;41328,26;25937,08;200576,74;1614755,37;24201190,52;1163309,14;12341898,84;6867080,54;2525967,16;1446723,41;
AL;2704401;Major Isidoro;0;0;0;0;0;0;0;0;;;;
AL;2704500;Maragogi;58098,37;8745,59;7514,12;69894,48;58943,48;13117,69;0;68307,05;;453838,32;1651164,75;
AL;2704609;Maravilha;0;;;0;0;0;0;0;;;;
AL;2704708;Marechal Deodoro;0;0;0;0;0;0;485459,7;206254,64;195389,23;227823,8;546306,78;
AL;2704807;Maribondo;0;0;0;0;0;0;0;0;;;;
AL;2704906;Mar Vermelho;0;0;0;0;0;0;0;0;;;;
AL;2705002;Mata Grande;0;0;0;0;0;0;0;0;892612,31;2000;10194,55;
AL;2705101;Matriz de Camaragibe;0;0;0;0;0;0;0;0;;;;
AL;2705200;Messias;0;0;0;0;0;0;0;0;;;;
AL;2705309;Minador do Negrão;;0;0;0;0;0;0;0;;;;
AL;2705408;Monteirópolis;0;0;;0;0;0;0;;;;;
AL;2705507;Murici;0;0;0;0;0;0;0;0;2412456,86;1844448,05;;
AL;2705606;Novo Lino;0;0;0;0;0;0;0;0;;;;
AL;2705705;Olho d'Água das Flores;0;0;0;0;0;1200460,06;1470141,78;1154689,39;1267470,78;1134402,27;1245906,88;
AL;2705804;Olho d'Água do Casado;0;0;;0;0;0;0;0;1012096,28;942286,04;1110478,45;
AL;2705903;Olho d'Água Grande;0;0;0;0;0;0;0;;;;;
AL;2706000;Olivença;0;0;0;0;0;0;0;0;;;48000;
AL;2706109;Ouro Branco;0;0;0;0;0;0;0;0;;;;
AL;2706208;Palestina;0;0;0;0;0;0;0;0;;;;
AL;2706307;Palmeira dos Índios;;0;0;0;339015,37;872319,32;1157802,05;1237264,25;2083640,68;3413932,7;3700474,65;
AL;2706406;Pão de Açúcar;0;1493085,32;1808306,14;108524,46;0;0;0;0;;;;
AL;2706422;Pariconha;0;0;0;0;0;0;0;0;;;;
AL;2706448;Paripueira;0;0;0;0;0;0;0;0;;;;
AL;2706505;Passo de Camaragibe;0;0;0;0;0;0;88560,78;840467,41;2691936,23;1724229,27;1769492,04;
AL;2706604;Paulo Jacinto;0;0;0;0;0;0;0;0;;;;
AL;2706703;Penedo;0;0;0;0;0;0;26616,39;0;;;;
AL;2706802;Piaçabuçu;0;0;0;0;0;0;0;0;;;;
AL;2706901;Pilar;506603,33;688692,83;706342,54;882071,89;1272286,48;1319822,48;1586768,36;2820776,52;1666630,56;1652078,27;;
AL;2707008;Pindoba;0;0;0;0;0;0;0;0;;;;
AL;2707107;Piranhas;1744,32;11231,9;4064,41;1524,51;0;0;0;0;;;;
AL;2707206;Poço das Trincheiras;0;0;0;0;0;0;0;27124,49;;;;
AL;2707305;Porto Calvo;0;0;0;47960;0;0;0;0;;;;
AL;2707404;Porto de Pedras;0;0;0;0;0;0;0;0;;;;
AL;2707503;Porto Real do Colégio;0;0;0;0;0;0;0;0;;;361292,45;
AL;2707602;Quebrangulo;0;0;0;0;0;0;0;0;1199171,2;;;
AL;2707701;Rio Largo;0;0;0;2856;0;414189,64;0;0;6280245,7;;3859837,1;
AL;2707800;Roteiro;0;0;0;0;0;0;0;0;;;;
AL;2707909;Santa Luzia do Norte;0;0;0;0;0;0;0;0;;;;
AL;2708006;Santana do Ipanema;6755,84;196,91;0;90;0;0;2733244,52;111261,7;8123,25;;1828;
AL;2708105;Santana do Mundaú;0;0;0;0;0;0;0;0;;;;
AL;2708204;São Brás;0;0;0;0;0;0;0;0;;;;
AL;2708303;São José da Laje;0;0;0;0;5290;25011,07;535,15;0;635;10155;;
AL;2708402;São José da Tapera;0;0;0;0;0;0;0;0;;968268,71;967533,44;
AL;2708501;São Luís do Quitunde;1154036,8;337859,65;1373956,23;1674924,19;1919607,54;2048797,19;2321283,33;2714334,32;7458944,68;9262023,63;;
AL;2708600;São Miguel dos Campos;4645571,02;4744275,4;6834420,37;6941875,78;7470333,29;7636800,21;7576194,85;7748829,67;8930250,49;9972372,66;10270231,52;
AL;2708709;São Miguel dos Milagres;172377,32;192607,51;185457,03;215581,62;0;0;0;0;520972,79;598102,82;716405,45;
AL;2708808;São Sebastião;0;0;0;0;0;0;0;0;;;;
AL;2708907;Satuba;0;0;0;0;0;0;0;;;;;
AL;2708956;Senador Rui Palmeira;0;0;0;0;0;0;0;0;;;;
AL;2709004;Tanque d'Arca;0;0;0;0;0;0;0;0;;;;
AL;2709103;Taquarana;0;0;0;0;0;0;0;0;;;;
AL;2709152;Teotônio Vilela;;;1047116,4;1058317,05;0;0;1756093,89;1711345,98;;;;
AL;2709202;Traipu;680542,53;652742,64;1177174,13;1438413,67;1373272,98;1896721,1;2327369,43;1562636,63;1945412,37;2189228,98;2628046,46;
AL;2709301;União dos Palmares;0;0;0;0;11293,72;40945,76;8800;45012,99;69199,24;118781,06;263064,23;
AL;2709400;Viçosa;0;0;0;0;0;0;0;0;;;;
AM;1300029;Alvarães;0;0;0;0;0;0;0;0;;;;
AM;1300060;Amaturá;0;198005,96;35912,43;335;0;0;309779,37;4918,25;;4645;718851,66;
AM;1300086;Anamã;1462123,49;3443333,75;0;10306;0;0;0;1784501,56;1768892,23;483892,11;805583,38;
AM;1300102;Anori;898560,6;349306,72;256199,96;149800;367050;622161,19;347312,82;;1479053,96;399200,93;1123851,47;
AM;1300144;Apuí;153061,22;20445,57;14935,35;2198,5;3676,19;371,5;0;959;;;;
AM;1300201;Atalaia do Norte;0;1090873;0;0;540977,28;549274,88;184838,39;2085429,47;2944357,05;2143228,44;2738985,2;
AM;1300300;Autazes;72470,46;81677,43;89380,05;1282184,83;1890266,05;2015713,71;2246025,13;2409101,14;4536555,46;1109811,71;3464765,55;
AM;1300409;Barcelos;0;23917,21;0;906687,81;540328,39;1302898,33;1164405,78;1166721,71;1694965,48;1218179,07;2390391,1;
AM;1300508;Barreirinha;0;0;0;1390;0;0;0;0;;;;
AM;1300607;Benjamin Constant;0;840502,11;15303,09;258305,11;238379,52;289598,16;391157,34;589104,57;1234537,78;3214765,72;3322959,43;
AM;1300631;Beruri;257500;648810;12000;238778,12;0;0;0;762018;;617298,62;540799;
AM;1300680;Boa Vista do Ramos;358204,76;110568,8;138028;175997,08;239110,49;269333,22;321570,12;186945,61;463146,84;404342,94;573605,2;
AM;1300706;Boca do Acre;0;0;0;0;0;0;0;1029,51;;;;
AM;1300805;Borba;382364;3810,51;3499,4;21797,37;61191,88;283661,43;1410404,5;2867535,43;2108222,97;3131383,78;3791440,83;
AM;1300839;Caapiranga;306095,95;312522,45;0;;2631,58;29831,38;9144,46;921319,77;1540829,8;560979,56;936201,49;
AM;1300904;Canutama;374911,71;515106;537,12;42569,68;13706,19;0;0;1599042,31;918979,33;89100;615731,81;
AM;1301001;Carauari;0;0;0;0;0;0;38080;205850;826263,17;1602667,95;3424342,62;
AM;1301100;Careiro;0;28135;;43708,88;230638;549556,85;131666,77;1474695,06;1566881,37;4492195,19;1713658,99;
AM;1301159;Careiro da Várzea;1005188,58;777577,72;19023,95;764212,19;176794,79;136944;164190,31;1970307,82;5005098,34;2404324,09;1847571,65;
AM;1301209;Coari;0;7819131,56;2300;1185877,1;0;218000;0;1337646,95;;;;
AM;1301308;Codajás;0;0;0;0;0;0;0;0;;;;
AM;1301407;Eirunepé;1288234,66;2068151,62;1755776,35;2180207,71;2444950,62;3371146,07;2449629,58;4851453,95;3429112,21;4568383,02;5106915,48;
AM;1301506;Envira;196441,29;1016145,53;0;11207,14;0;0;600;2011739,52;1885221,85;409125,49;604817,32;
AM;1301605;Fonte Boa;0;632640,19;2343,92;200;2133,36;12292;212,1;1324633,1;111177,07;993235,08;405048,76;
AM;1301654;Guajará;0;0;0;0;0;590015,98;294685,02;623841,13;2721441,45;420479,06;959695,18;
AM;1301704;Humaitá;0;0;0;0;0;0;0;0;;2306457,65;2429590,64;
AM;1301803;Ipixuna;0;492015,99;331238,11;527250,71;274579;875017,53;902970;3145043,24;1697978,64;2817484,89;2384890,41;
AM;1301852;Iranduba;0;0;0;0;0;0;0;0;;;;
AM;1301902;Itacoatiara;401778,75;1096545,36;40814,51;250693,68;250297,7;267949,32;242226,9;1571053,58;2166835,34;1433710,06;876015,56;
AM;1301951;Itamarati;;405437,5;275524,8;280026,12;437555,37;505375,37;663478,87;0;;;;
AM;1302009;Itapiranga;1930,65;0;0;759,94;100;335,44;0;0;;;142403,21;
AM;1302108;Japurá;0;653949,86;0;0;2560;0;2930;890799,5;920011,67;1785269,76;6750;
AM;1302207;Juruá;0;0;0;0;0;0;0;0;;;;
AM;1302306;Jutaí;27180;848415;83692,13;199759,45;249982,52;251035,55;267012,98;1598791,58;1296920,46;2191807,53;740629,21;
AM;1302405;Lábrea;661588,48;522306,3;20050,16;25787;94229,5;;32305;79972,95;76864,53;882614,47;936201,49;
AM;1302504;Manacapuru;0;0;0;0;2075498,91;7000;1999,03;0;;36061;;
AM;1302553;Manaquiri;0;0;0;177558,9;0;0;0;2845932,3;3712253;1342077,54;1452269,23;
AM;1302603;Manaus;2985952,24;27282165,41;23895805,15;23897231,58;23198064,16;23965117,89;24281848,37;25518116,75;27327006,48;37386369,71;48673904,06;
AM;1302702;Manicoré;0;0;0;0;0;0;0;0;;;;
AM;1302801;Maraã;0;0;0;0;8100;3455;1350;842616,84;552731,23;719872,81;537977,88;
AM;1302900;Maués;2100;10560,52;0;988;9603,71;0;775;1374693,82;1661473,63;2103279,37;1965023,25;
AM;1303007;Nhamundá;0;0;0;0;0;0;0;0;;;998933,05;
AM;1303106;Nova Olinda do Norte;483628,76;77203,49;70123,17;57311,1;126443,94;211123,92;143082,9;466755,13;3717145,01;3413500,59;4550841,98;
AM;1303205;Novo Airão;0;0;0;0;0;0;0;0;;;14523;
AM;1303304;Novo Aripuanã;0;0;0;0;0;24000;0;1272997,51;57675,33;774752,17;1014183,29;
AM;1303403;Parintins;2417589,27;1347756,86;;146220,34;2196774,59;2448838,52;3151423,93;3495084,78;7026893,3;4907465,83;5793263,04;
AM;1303502;Pauini;;;0;0;0;0;0;0;;;;
AM;1303536;Presidente Figueiredo;21491,25;0;0;0;0;0;0;497848,79;70840;1184548,08;1614600,29;
AM;1303569;Rio Preto da Eva;338332,32;1898424,82;0;2622235,3;2694023,99;3138805,89;3568134,58;3912523,52;2120;1259051,88;1275840,09;
AM;1303601;Santa Isabel do Rio Negro;0;;0;0;0;0;42900;238313,71;569353,71;1161003,55;1068150,4;
AM;1303700;Santo Antônio do Içá;155045,33;832533,21;448321,31;291767,07;298883,19;171705,6;184838,39;994936,5;2419450,04;2199954,56;2372540,31;
AM;1303809;São Gabriel da Cachoeira;0;0;0;0;0;0;0;0;;;;
AM;1303908;São Paulo de Olivença;119522,64;767516,63;158810,96;192806,33;183481,05;218223,23;161180,84;1184784,77;1553928,27;2076251,72;781092,48;
AM;1303957;São Sebastião do Uatumã;0;0;0;0;0;1100;0;43305,59;404241,48;22219,2;63676,2;
AM;1304005;Silves;0;0;0;530;0;0;0;588687;;286753,58;210691,85;
AM;1304062;Tabatinga;0;;;0;245561,62;429414,91;802257,31;1565192,68;1890328,06;2604358,94;2479114,42;
AM;1304104;Tapauá;151315,15;159997,56;251549,63;6691,5;720,86;43980,98;4799,5;1098566,85;445662,26;1163898,89;1028563,26;
AM;1304203;Tefé;0;0;0;0;0;0;0;0;;;937006,15;
AM;1304237;Tonantins;57135,34;576362,71;50437,65;76562,34;0;0;0;508690;752869,14;1607580,45;957428,22;
AM;1304260;Uarini;344514,74;940250,23;199210,47;14436,3;12677,33;10368,5;28430;1365826,82;1279426,33;248110,47;620925,88;
AM;1304302;Urucará;26400;12000;0;221;0;0;0;338600,09;14828,24;;;
AM;1304401;Urucurituba;306122,64;0;0;0;0;0;0;0;;;;
AP;1600055;Serra do Navio;0;234891,22;488001,64;613100,63;603611,12;0;0;1088911,95;85938,49;887396,49;1283708,41;
AP;1600105;Amapá;0;0;0;0;0;0;0;;;;;
AP;1600154;Pedra Branca do Amaparí;233241,4;605321,8;1341786,29;1135102,28;1239112,44;1302681,58;1956991,91;2036363,43;2834551,77;2533815,51;2118701,85;
AP;1600204;Calçoene;0;0;0;0;0;0;;;;;;
AP;1600212;Cutias;0;;;;0;;;;;;;
AP;1600238;Ferreira Gomes;0;0;0;0;0;0;0;0;;;;
AP;1600253;Itaubal;0;0;0;;0;0;0;0;;;;
AP;1600279;Laranjal do Jari;0;0;;0;4669907,63;4937655,69;5818832,1;8043354,78;10808139,14;10737645,71;10200149,46;
AP;1600303;Macapá;27415325,32;31654457,11;34741239,2;36089732,78;36914645,11;41871374,85;37361,2;658899,7;65013933,05;448401768,66;123793282,07;
AP;1600402;Mazagão;0;0;;0;0;0;0;0;;;;
AP;1600501;Oiapoque;;;;0;0;0;;0;221556,82;172919,89;192328,18;
AP;1600535;Porto Grande;0;0;0;0;0;0;0;0;;;;
AP;1600550;Pracuúba;0;;0;0;0;0;;0;;;;
AP;1600600;Santana;;0;8000;32236;37327,08;0;0;0;58317,18;29362,1;76890,2;
AP;1600709;Tartarugalzinho;0;;;0;0;0;0;;;;;
AP;1600808;Vitória do Jari;14690;0;0;5000;0;19000;300;1187902,19;2371750,33;300498,73;1088117,83;
BA;2900108;Abaíra;385311,88;109332,22;0;0;17255;0;0;0;;;;
BA;2900207;Abaré;245213,22;116058,69;122979,4;400;79028,97;129343,53;50568,25;0;22644;21791;;
BA;2900306;Acajutiba;0;0;0;0;0;0;0;0;;;;
BA;2900355;Adustina;37801,06;25105,71;63994,81;55745,82;84392,92;112041,22;364427,78;381560,13;636361,46;704349,92;1036285,59;
BA;2900405;Água Fria;0;0;0;0;5940,6;0;0;0;;;;
BA;2900504;Érico Cardoso;8500;0;0;0;300;4065;0;0;535722,04;524259,66;261983,02;
BA;2900603;Aiquara;275536,02;275536,02;275536,02;275395,55;264026,28;287609,45;0;0;;;;
BA;2900702;Alagoinhas;0;0;0;0;0;0;0;0;6610,1;;;
BA;2900801;Alcobaça;0;0;0;0;0;0;0;0;;;;
BA;2900900;Almadina;0;0;0;0;0;0;0;0;;;;
BA;2901007;Amargosa;150509,85;154307,2;130654,11;0;841806,95;1180522,92;1796776,65;178311,54;1946992,68;2229846,94;2459319,81;
BA;2901106;Amélia Rodrigues;29886,62;86008;23213,33;20466,61;36466,51;13400,06;8329,98;41769,08;24000;32987,38;25231,44;
BA;2901155;América Dourada;0;0;0;0;0;0;151385,82;93560;149530;113700;88500;
BA;2901205;Anagé;0;0;0;0;0;0;0;0;;;;
BA;2901304;Andaraí;0;0;0;0;0;0;104621;221138,5;354776,79;262484,88;318188,09;
BA;2901353;Andorinha;0;0;0;0;0;0;0;0;;;;
BA;2901403;Angical;7260;40412;3630;0;0;0;0;0;;;;
BA;2901502;Anguera;0;0;0;0;0;0;0;0;;;;
BA;2901601;Antas;0;5338;0;0;0;0;26304,5;19850;39438,36;20672,07;15719;
BA;2901700;Antônio Cardoso;0;0;0;0;0;0;0;0;;;;
BA;2901809;Antônio Gonçalves;3600;0;0;2200;0;0;0;0;;;;
BA;2901908;Aporá;49872,09;0;0;0;86278,49;65501,7;61570,98;0;13000;11000;1000;
BA;2901957;Apuarema;0;0;6270;16260,05;358741,74;557952,05;282373,32;631131,94;727820,38;823858,56;919047,89;
BA;2902005;Aracatu;;131965,84;40947,86;16800;21800;17740;7254;17270,02;336134,72;469921,8;612352,3;
BA;2902054;Araças;0;0;0;0;0;0;0;0;;;;
BA;2902104;Araci;0;419428,85;595758,68;91320;0;0;0;0;;;1615218,13;
BA;2902203;Aramari;0;0;0;0;0;0;0;0;;;;
BA;2902252;Arataca;0;0;0;0;0;0;0;0;;;;
BA;2902302;Aratuípe;0;0;0;0;0;0;0;0;;;;
BA;2902401;Aurelino Leal;0;0;0;0;0;0;0;0;;;;
BA;2902500;Baianópolis;0;0;0;0;0;0;0;0;615067,56;800646,27;721306,84;
BA;2902609;Baixa Grande;0;0;0;0;16732,52;330071,81;629248,23;517241,29;;;;
BA;2902658;Banzaê;0;0;0;0;0;0;0;0;;;;
BA;2902708;Barra;0;0;0;0;0;0;0;0;;;;
BA;2902807;Barra da Estiva;68209,02;78644,74;189357,51;36581;0;0;0;0;;;;
BA;2902906;Barra do Choça;75488,97;56261,72;0;87560,92;47309,39;53271;53271;0;;;;
BA;2903003;Barra do Mendes;0;0;0;0;0;0;0;0;;;;
BA;2903102;Barra do Rocha;0;0;0;0;0;0;0;0;;;;
BA;2903201;Barreiras;61389,87;5861441,07;6173114,66;8022108,75;8722765,54;8713825,97;9361973,41;10578897,31;10801736,84;13419457,04;15822244,35;
BA;2903235;Barro Alto;0;0;0;0;0;0;0;0;;;;
BA;2903276;Barrocas;0;0;0;0;0;0;0;0;;;;
BA;2903300;Governador Lomanto Júnior;0;0;0;0;0;0;0;0;;;;
BA;2903409;Belmonte;;0;0;0;0;0;0;0;;;;
BA;2903508;Belo Campo;23805,87;516;49632,14;16569,31;12332,38;4300;7522,25;19031,94;48437,43;49187,97;48836,54;
BA;2903607;Biritinga;0;98110,31;320157,1;292552,71;302019,38;379472,49;394708,44;650441,85;757151,31;778846,99;987449,24;
BA;2903706;Boa Nova;;0;0;6212,39;0;266,25;1972;0;;24555,64;;
BA;2903805;Boa Vista do Tupim;0;0;0;0;0;0;0;0;305615,91;250846,31;1391,51;
BA;2903904;Bom Jesus da Lapa;;7990;31990,4;36431,07;36930,4;35200;2280;151027,33;134902,03;107448,5;110465;
BA;2903953;Bom Jesus da Serra;7964;6600;9295;2904;11000;42989,98;43163,54;0;;;;
BA;2904001;Boninal;0;0;0;0;0;0;0;0;;;;
BA;2904050;Bonito;;0;0;0;0;0;0;0;;;;
BA;2904100;Boquira;16126;9301;7260;2500;0;0;0;0;;;;
BA;2904209;Botuporã;9553,4;14261;4028;8900,7;10886,95;5672;3273;4020;11371,32;12427,21;32895,38;
BA;2904308;Brejões;14000;58778;0;55806;64400;0;17261;64,27;;10000;80000;
BA;2904407;Brejolândia;0;0;0;0;0;0;0;0;;;;
BA;2904506;Brotas de Macaúbas;0;0;0;0;0;3000;0;0;;;;
BA;2904605;Brumado;100241,52;308603,5;570456,05;476815,79;580152,94;703767,98;710233,48;660724,3;1246373,45;852141,67;818269,39;
BA;2904704;Buerarema;0;0;0;0;0;0;0;0;;;;
BA;2904753;Buritirama;0;0;0;0;0;0;0;0;;;51976;
BA;2904803;Caatiba;0;0;0;0;0;0;0;0;;;;
BA;2904852;Cabaceiras do Paraguaçu;;;4503,8;0;0;0;0;0;;;;
BA;2904902;Cachoeira;0;0;0;0;169863,28;221612,69;158301,75;33810;645613,07;593373,14;;
BA;2905008;Caculé;486404,34;477756,98;512566,16;597971,66;590780,37;603147,74;616696,22;609554,81;585751,27;648702,11;766247,7;
BA;2905107;Caém;95899,09;113569,59;123856,92;202095,13;226922,05;185192,79;236581,26;393381,2;511882,68;476034,12;680990,53;
BA;2905156;Caetanos;0;12000;5000;26762;0;0;0;0;;;;
BA;2905206;Caetité;0;0;889;0;0;0;0;0;874,08;;;
BA;2905305;Cafarnaum;1472;11735;45520;148347,39;215817,12;200951,51;98854;209775;741063,49;1231526,16;1088902,88;
BA;2905404;Cairu;0;0;0;0;0;0;0;0;;;;
BA;2905503;Caldeirão Grande;59046,77;59042,85;93606,73;10350;17500,15;28502,44;34288,18;24747,42;31558,97;131146,04;237647,34;
BA;2905602;Camacan;0;168;231,25;0;2418,36;46789,26;153062,43;138183,43;226628,22;144978,65;493772,8;
BA;2905701;Camaçari;19049;8609137,49;19710,12;6586,68;0;0;0;20295,6;;;;
BA;2905800;Camamu;0;0;0;0;0;0;0;0;;;;
BA;2905909;Campo Alegre de Lourdes;0;0;0;0;0;0;0;0;;;;
BA;2906006;Campo Formoso;0;12620,06;3085,48;11556,91;0;0;0;16440,66;66513,8;121355,81;47180,67;
BA;2906105;Canápolis;202572,23;204454;271572,51;310573,01;342805,45;395178,57;426951,97;342154,73;463263,29;524843,5;808917,22;
BA;2906204;Canarana;0;0;0;0;0;0;0;0;;;;
BA;2906303;Canavieiras;35525;0;0;0;0;0;0;0;;;;
BA;2906402;Candeal;14290;140757,32;0;0;0;0;0;0;;;;
BA;2906501;Candeias;175000;140000;0;0;0;44025,5;0;45900;44400;;;
BA;2906600;Candiba;18603,05;18961,61;22306,51;40676,89;57425,45;62218,77;56208,43;66981,49;151362,55;97875,97;104350,48;
BA;2906709;Cândido Sales;0;0;0;12951,2;0;0;0;0;;;;
BA;2906808;Cansanção;0;0;0;0;0;0;0;0;;;;
BA;2906824;Canudos;22911,6;144991,16;327127,87;224216,12;136786,4;72318,95;96083,98;296200,64;588741,25;272071,29;238659,71;
BA;2906857;Capela do Alto Alegre;0;0;0;0;0;0;0;0;;;;
BA;2906873;Capim Grosso;55886;55886;836846,51;832952,95;875852,12;959216,04;1070821,44;1257522,44;1828454,13;1965372,48;2260914,93;
BA;2906899;Caraíbas;;;;24980,75;56944,25;61470,69;115780,05;65396,2;270009,06;122482,44;297466,61;
BA;2906907;Caravelas;302926,02;305532,08;294850;390959,6;317277,78;403535,01;518278,5;559229,4;527256,29;411860,1;517689,59;
BA;2907004;Cardeal da Silva;0;0;0;0;0;0;0;0;;;;
BA;2907103;Carinhanha;66853,91;48778,85;19723,34;18274;0;0;0;0;;123200;16100;
BA;2907202;Casa Nova;0;0;0;0;0;0;0;0;;;;
BA;2907301;Castro Alves;0;0;0;0;0;0;0;0;;;;
